MsgID.STATE,1520866747.2756999,False,False
MsgID.LOCAL_VELOCITY,1520866781.2267292,-5.0336366,-7.3130088,-0.0605406
MsgID.GLOBAL_POSITION,1520866781.2277293,-122.3985366,37.7918361,4.9660000
MsgID.LOCAL_VELOCITY,1520866781.2277293,-5.0300000,-7.3100000,-0.0600000
MsgID.STATE,1520866781.4679706,True,True
MsgID.GLOBAL_HOME,1520866781.4684732,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866781.4777167,-122.3985599,37.7918234,4.9620000
MsgID.LOCAL_VELOCITY,1520866781.4777167,-5.0300000,-7.3100000,-0.0300000
MsgID.LOCAL_POSITION,1520866781.4777167,-72.9474869,-98.6596527,-4.9621639
MsgID.LOCAL_VELOCITY,1520866781.4777167,-5.0383511,-7.3157268,-0.0341065
MsgID.LOCAL_POSITION,1520866781.7269671,-74.2238770,-100.4650421,-4.9641528
MsgID.LOCAL_VELOCITY,1520866781.7269671,-5.0478525,-7.3220744,-0.0707285
MsgID.GLOBAL_POSITION,1520866781.7279680,-122.3985802,37.7918119,4.9640000
MsgID.LOCAL_VELOCITY,1520866781.7279680,-5.0400000,-7.3200000,-0.0700000
MsgID.GLOBAL_POSITION,1520866781.9777675,-122.3986034,37.7918013,4.9560000
MsgID.LOCAL_VELOCITY,1520866781.9777675,-5.0300000,-7.3100000,-0.0300000
MsgID.LOCAL_POSITION,1520866781.9782674,-75.4069061,-102.5269775,-4.9568110
MsgID.LOCAL_VELOCITY,1520866781.9782674,-5.0379405,-7.3114953,-0.0362359
MsgID.GLOBAL_POSITION,1520866782.2267184,-122.3986223,37.7917906,4.9590000
MsgID.LOCAL_VELOCITY,1520866782.2267184,-5.0500000,-7.3200000,-0.1200000
MsgID.LOCAL_POSITION,1520866782.2267184,-76.5944672,-104.2056122,-4.9591560
MsgID.LOCAL_VELOCITY,1520866782.2267184,-5.0512085,-7.3278117,-0.1221615
MsgID.STATE,1520866782.4696302,True,True
MsgID.GLOBAL_HOME,1520866782.4701307,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866782.4761453,-122.3986441,37.7917784,4.9650000
MsgID.LOCAL_VELOCITY,1520866782.4761453,-5.0500000,-7.3200000,-0.1300000
MsgID.LOCAL_POSITION,1520866782.4761453,-77.9457932,-106.1433258,-4.9658060
MsgID.LOCAL_VELOCITY,1520866782.4761453,-5.0530257,-7.3261294,-0.1352264
MsgID.LOCAL_POSITION,1520866782.7261901,-79.1315689,-107.6822052,-4.9624152
MsgID.LOCAL_VELOCITY,1520866782.7261901,-5.0367804,-7.3049059,-0.0419375
MsgID.GLOBAL_POSITION,1520866782.7266903,-122.3986614,37.7917678,4.9620000
MsgID.LOCAL_VELOCITY,1520866782.7266903,-5.0300000,-7.3000000,-0.0400000
MsgID.GLOBAL_POSITION,1520866782.9772558,-122.3986826,37.7917557,4.9610000
MsgID.LOCAL_VELOCITY,1520866782.9772558,-5.0400000,-7.3200000,-0.1300000
MsgID.LOCAL_POSITION,1520866782.9777591,-80.4670792,-109.5645599,-4.9617944
MsgID.LOCAL_VELOCITY,1520866782.9777591,-5.0489326,-7.3240700,-0.1333042
MsgID.GLOBAL_POSITION,1520866783.2280757,-122.3987029,37.7917451,4.9840000
MsgID.LOCAL_VELOCITY,1520866783.2280757,-5.0300000,-7.3100000,-0.0500000
MsgID.LOCAL_POSITION,1520866783.2285759,-81.6482086,-111.3764343,-4.9843731
MsgID.LOCAL_VELOCITY,1520866783.2285759,-5.0359702,-7.3100448,-0.0502035
MsgID.STATE,1520866783.4696202,True,True
MsgID.GLOBAL_HOME,1520866783.4696202,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866783.4781754,-122.3987245,37.7917330,4.9850000
MsgID.LOCAL_VELOCITY,1520866783.4781754,-5.0200000,-7.2900000,0.0600000
MsgID.LOCAL_POSITION,1520866783.4786792,-82.9893112,-113.2941589,-4.9855747
MsgID.LOCAL_VELOCITY,1520866783.4786792,-5.0220690,-7.2925024,0.0657739
MsgID.LOCAL_POSITION,1520866783.7282343,-84.2238693,-114.9888382,-4.9888926
MsgID.LOCAL_VELOCITY,1520866783.7282343,-5.0353532,-7.3036118,0.0636231
MsgID.GLOBAL_POSITION,1520866783.7287412,-122.3987436,37.7917219,4.9880000
MsgID.LOCAL_VELOCITY,1520866783.7287412,-5.0300000,-7.3000000,0.0600000
MsgID.LOCAL_POSITION,1520866783.9776034,-85.5082779,-116.9890213,-5.0012412
MsgID.LOCAL_VELOCITY,1520866783.9776034,-5.0293069,-7.2952104,0.1475629
MsgID.GLOBAL_POSITION,1520866783.9786084,-122.3987661,37.7917104,5.0010000
MsgID.LOCAL_VELOCITY,1520866783.9786084,-5.0200000,-7.2900000,0.1400000
MsgID.GLOBAL_POSITION,1520866784.2281921,-122.3987852,37.7917014,4.9930000
MsgID.LOCAL_VELOCITY,1520866784.2281921,-5.0200000,-7.2900000,0.1900000
MsgID.LOCAL_POSITION,1520866784.2286930,-86.5044861,-118.6916428,-4.9934258
MsgID.LOCAL_VELOCITY,1520866784.2286930,-5.0284586,-7.2948670,0.1946414
MsgID.STATE,1520866784.4688764,True,True
MsgID.GLOBAL_HOME,1520866784.4688764,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866784.4779110,-87.8847733,-120.4719162,-4.9945703
MsgID.LOCAL_VELOCITY,1520866784.4779110,-5.0404301,-7.3136930,0.1453896
MsgID.GLOBAL_POSITION,1520866784.4784114,-122.3988053,37.7916890,4.9940000
MsgID.LOCAL_VELOCITY,1520866784.4784114,-5.0400000,-7.3100000,0.1400000
MsgID.GLOBAL_POSITION,1520866784.7287836,-122.3988244,37.7916784,4.9920000
MsgID.LOCAL_VELOCITY,1520866784.7287836,-5.0300000,-7.3100000,0.1500000
MsgID.LOCAL_POSITION,1520866784.7287836,-89.0558701,-122.1747894,-4.9923534
MsgID.LOCAL_VELOCITY,1520866784.7287836,-5.0372634,-7.3127122,0.1519457
MsgID.GLOBAL_POSITION,1520866784.9768736,-122.3988476,37.7916650,4.9980000
MsgID.LOCAL_VELOCITY,1520866784.9768736,-5.0400000,-7.3200000,0.0700000
MsgID.LOCAL_POSITION,1520866784.9768736,-90.5547028,-124.2327881,-4.9981532
MsgID.LOCAL_VELOCITY,1520866784.9768736,-5.0457182,-7.3257289,0.0796352
MsgID.GLOBAL_POSITION,1520866785.2282360,-122.3988690,37.7916533,4.9840000
MsgID.LOCAL_VELOCITY,1520866785.2282360,-5.0300000,-7.3000000,0.1600000
MsgID.LOCAL_POSITION,1520866785.2287378,-91.8544846,-126.1359177,-4.9844456
MsgID.LOCAL_VELOCITY,1520866785.2287378,-5.0320735,-7.3041358,0.1693606
MsgID.STATE,1520866785.4697044,True,True
MsgID.GLOBAL_HOME,1520866785.4697044,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866785.4780056,-122.3988702,37.7916524,5.0390000
MsgID.LOCAL_VELOCITY,1520866785.4780056,0.4800000,1.0000000,0.0800000
MsgID.LOCAL_POSITION,1520866785.4785089,-91.9525146,-126.2452621,-5.0392265
MsgID.LOCAL_VELOCITY,1520866785.4785089,0.4867341,1.0082139,0.0855634
MsgID.GLOBAL_POSITION,1520866785.7286685,-122.3988703,37.7916529,4.9670000
MsgID.LOCAL_VELOCITY,1520866785.7286685,-0.1700000,-0.0300000,0.1800000
MsgID.LOCAL_POSITION,1520866785.7291679,-91.8941040,-126.2492752,-4.9674406
MsgID.LOCAL_VELOCITY,1520866785.7291679,-0.1796198,-0.0413768,0.1876037
MsgID.LOCAL_POSITION,1520866785.9767668,-92.0054016,-126.3630829,-4.9375606
MsgID.LOCAL_VELOCITY,1520866785.9767668,-1.0157397,-1.3883229,-0.2712488
MsgID.GLOBAL_POSITION,1520866785.9772706,-122.3988715,37.7916519,4.9370000
MsgID.LOCAL_VELOCITY,1520866785.9772706,-1.0100000,-1.3800000,-0.2700000
MsgID.LOCAL_POSITION,1520866786.2292848,-92.1431580,-126.5926895,-5.0255837
MsgID.LOCAL_VELOCITY,1520866786.2292848,-0.2958808,-0.4285191,-0.6511116
MsgID.GLOBAL_POSITION,1520866786.2302864,-122.3988741,37.7916507,5.0250000
MsgID.LOCAL_VELOCITY,1520866786.2302864,-0.2900000,-0.4200000,-0.6500000
MsgID.STATE,1520866786.4697518,True,True
MsgID.GLOBAL_HOME,1520866786.4702690,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866786.4783437,-92.3396683,-126.7529678,-5.0684052
MsgID.LOCAL_VELOCITY,1520866786.4783437,-0.2016728,-0.4183925,-0.2779125
MsgID.GLOBAL_POSITION,1520866786.4787238,-122.3988759,37.7916489,5.0680000
MsgID.LOCAL_VELOCITY,1520866786.4787238,-0.2000000,-0.4100000,-0.2700000
MsgID.GLOBAL_POSITION,1520866786.7276487,-122.3988789,37.7916479,5.0710000
MsgID.LOCAL_VELOCITY,1520866786.7276487,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866786.7281485,-92.4540634,-127.0211411,-5.0710320
MsgID.LOCAL_VELOCITY,1520866786.7281485,0.0043768,0.0014845,-0.0005506
MsgID.LOCAL_POSITION,1520866786.9794693,-92.2824402,-126.8610229,-5.0320945
MsgID.LOCAL_VELOCITY,1520866786.9794693,0.0039189,-0.0023666,-0.0003290
MsgID.GLOBAL_POSITION,1520866786.9804745,-122.3988771,37.7916494,5.0320000
MsgID.LOCAL_VELOCITY,1520866786.9804745,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866787.2296019,-92.2116852,-126.7123108,-5.0169802
MsgID.LOCAL_VELOCITY,1520866787.2296019,0.0037844,-0.0066771,0.0001388
MsgID.GLOBAL_POSITION,1520866787.2306030,-122.3988755,37.7916500,5.0160000
MsgID.LOCAL_VELOCITY,1520866787.2306030,0.0000000,0.0000000,0.0000000
MsgID.STATE,1520866787.4697866,True,True
MsgID.GLOBAL_HOME,1520866787.4702895,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866787.4783554,-92.4045181,-126.9367828,-5.0244875
MsgID.LOCAL_VELOCITY,1520866787.4783554,0.0034317,-0.0059507,-0.0007862
MsgID.GLOBAL_POSITION,1520866787.4788544,-122.3988780,37.7916483,5.0240000
MsgID.LOCAL_VELOCITY,1520866787.4788544,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520866787.7295153,-122.3988780,37.7916480,5.0500000
MsgID.LOCAL_VELOCITY,1520866787.7295153,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866787.7295153,-92.4392014,-126.9410019,-5.0502911
MsgID.LOCAL_VELOCITY,1520866787.7295153,0.0033329,-0.0053971,-0.0002198
MsgID.LOCAL_POSITION,1520866787.9784119,-92.3557358,-126.7721024,-5.0910220
MsgID.LOCAL_VELOCITY,1520866787.9784119,0.0026175,-0.0039187,-0.0009451
MsgID.GLOBAL_POSITION,1520866787.9787204,-122.3988761,37.7916487,5.0910000
MsgID.LOCAL_VELOCITY,1520866787.9787204,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520866788.2286251,-122.3988747,37.7916475,5.1360000
MsgID.LOCAL_VELOCITY,1520866788.2286251,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866788.2291250,-92.4983139,-126.6481400,-5.1366282
MsgID.LOCAL_VELOCITY,1520866788.2291250,0.0037391,-0.0040531,-0.0003524
MsgID.STATE,1520866788.4693668,True,True
MsgID.GLOBAL_HOME,1520866788.4693668,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866788.4804444,-122.3988757,37.7916483,5.1810000
MsgID.LOCAL_VELOCITY,1520866788.4804444,0.0300000,0.1300000,0.2000000
MsgID.LOCAL_POSITION,1520866788.4809446,-92.4018250,-126.7370300,-5.1813984
MsgID.LOCAL_VELOCITY,1520866788.4809446,0.0340709,0.1364490,0.2014731
MsgID.LOCAL_POSITION,1520866788.7299478,-92.3184204,-126.8023148,-5.1857204
MsgID.LOCAL_VELOCITY,1520866788.7299478,0.0051560,-0.0058213,-0.0005497
MsgID.GLOBAL_POSITION,1520866788.7304485,-122.3988765,37.7916491,5.1850000
MsgID.LOCAL_VELOCITY,1520866788.7304485,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866788.9804814,-92.3073196,-126.7933807,-5.1694851
MsgID.LOCAL_VELOCITY,1520866788.9804814,0.0041302,-0.0045781,0.0022915
MsgID.GLOBAL_POSITION,1520866788.9809813,-122.3988764,37.7916492,5.1690000
MsgID.LOCAL_VELOCITY,1520866788.9809813,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866789.2306514,-92.3468246,-126.6760330,-5.1897755
MsgID.LOCAL_VELOCITY,1520866789.2306514,0.0038314,-0.0042752,-0.0001765
MsgID.GLOBAL_POSITION,1520866789.2311516,-122.3988751,37.7916488,5.1890000
MsgID.LOCAL_VELOCITY,1520866789.2311516,0.0000000,0.0000000,0.0000000
MsgID.STATE,1520866789.4695086,True,True
MsgID.GLOBAL_HOME,1520866789.4695086,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866789.4801667,-92.3974991,-126.6833649,-5.2023797
MsgID.LOCAL_VELOCITY,1520866789.4801667,0.0046099,-0.0044480,-0.0004561
MsgID.GLOBAL_POSITION,1520866789.4806700,-122.3988751,37.7916484,5.2020000
MsgID.LOCAL_VELOCITY,1520866789.4806700,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866789.7295153,-92.4715500,-126.8433380,-5.2089167
MsgID.LOCAL_VELOCITY,1520866789.7295153,0.0040225,-0.0037789,-0.0004226
MsgID.GLOBAL_POSITION,1520866789.7300158,-122.3988769,37.7916477,5.2080000
MsgID.LOCAL_VELOCITY,1520866789.7300158,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520866789.9809520,-122.3988780,37.7916496,5.2120000
MsgID.LOCAL_VELOCITY,1520866789.9809520,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866789.9814553,-92.2613983,-126.9397888,-5.2123556
MsgID.LOCAL_VELOCITY,1520866789.9814553,0.0039494,-0.0043289,-0.0000105
MsgID.GLOBAL_POSITION,1520866790.2302213,-122.3988768,37.7916503,5.2140000
MsgID.LOCAL_VELOCITY,1520866790.2302213,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866790.2307217,-92.1887741,-126.8313217,-5.2141619
MsgID.LOCAL_VELOCITY,1520866790.2307217,0.0039462,-0.0043529,-0.0000318
MsgID.STATE,1520866790.4705749,True,True
MsgID.GLOBAL_HOME,1520866790.4705749,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866790.4816780,-122.3988785,37.7916501,5.2150000
MsgID.LOCAL_VELOCITY,1520866790.4816780,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866790.4816780,-92.2045517,-126.9828491,-5.2152290
MsgID.LOCAL_VELOCITY,1520866790.4816780,0.0039578,-0.0040588,-0.0000175
MsgID.GLOBAL_POSITION,1520866790.7316072,-122.3988774,37.7916487,5.2150000
MsgID.LOCAL_VELOCITY,1520866790.7316072,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866790.7321072,-92.3607635,-126.8829803,-5.2152929
MsgID.LOCAL_VELOCITY,1520866790.7321072,0.0039121,-0.0039938,-0.0000378
MsgID.GLOBAL_POSITION,1520866790.9799750,-122.3988770,37.7916483,5.2120000
MsgID.LOCAL_VELOCITY,1520866790.9799750,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866790.9804752,-92.4071503,-126.8487473,-5.2129240
MsgID.LOCAL_VELOCITY,1520866790.9804752,0.0056870,-0.0043565,0.0006817
MsgID.GLOBAL_POSITION,1520866791.2314014,-122.3988785,37.7916486,5.2050000
MsgID.LOCAL_VELOCITY,1520866791.2314014,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866791.2314014,-92.3742523,-126.9829712,-5.2052584
MsgID.LOCAL_VELOCITY,1520866791.2314014,0.0044769,-0.0039021,-0.0004107
MsgID.STATE,1520866791.4688013,True,True
MsgID.GLOBAL_HOME,1520866791.4688013,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866791.4824011,-122.3988773,37.7916488,5.1890000
MsgID.LOCAL_VELOCITY,1520866791.4824011,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866791.4824011,-92.3473969,-126.8796692,-5.1897998
MsgID.LOCAL_VELOCITY,1520866791.4824011,0.0038684,-0.0044819,-0.0004353
MsgID.GLOBAL_POSITION,1520866791.7311802,-122.3988774,37.7916488,5.1630000
MsgID.LOCAL_VELOCITY,1520866791.7311802,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866791.7311802,-92.3473892,-126.8877792,-5.1633201
MsgID.LOCAL_VELOCITY,1520866791.7311802,0.0038183,-0.0043205,0.0002376
MsgID.GLOBAL_POSITION,1520866791.9818945,-122.3988778,37.7916495,5.1290000
MsgID.LOCAL_VELOCITY,1520866791.9818945,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866791.9824004,-92.2756119,-126.9192429,-5.1292148
MsgID.LOCAL_VELOCITY,1520866791.9824004,0.0037509,-0.0042763,0.0002335
MsgID.LOCAL_POSITION,1520866792.2323315,-92.2439880,-126.7040710,-5.0663581
MsgID.LOCAL_VELOCITY,1520866792.2323315,-0.0281024,-0.1109259,0.3304574
MsgID.GLOBAL_POSITION,1520866792.2333336,-122.3988754,37.7916498,5.0660000
MsgID.LOCAL_VELOCITY,1520866792.2333336,-0.0200000,-0.1100000,0.3300000
MsgID.STATE,1520866792.4689713,True,True
MsgID.GLOBAL_HOME,1520866792.4694691,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866792.4818089,-92.4573822,-126.8346863,-5.0062332
MsgID.LOCAL_VELOCITY,1520866792.4818089,0.0043914,-0.0002971,-0.0005889
MsgID.GLOBAL_POSITION,1520866792.4828119,-122.3988768,37.7916478,5.0060000
MsgID.LOCAL_VELOCITY,1520866792.4828119,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866792.7322545,-92.3098373,-126.7263412,-4.9230027
MsgID.LOCAL_VELOCITY,1520866792.7322545,0.0313204,0.1286245,0.1703101
MsgID.GLOBAL_POSITION,1520866792.7327552,-122.3988756,37.7916492,4.9230000
MsgID.LOCAL_VELOCITY,1520866792.7327552,0.0300000,0.1200000,0.1700000
MsgID.LOCAL_POSITION,1520866792.9820249,-92.2210693,-126.7205200,-4.8685880
MsgID.LOCAL_VELOCITY,1520866792.9820249,0.0016300,0.0024879,-0.0010905
MsgID.GLOBAL_POSITION,1520866792.9825251,-122.3988756,37.7916500,4.8680000
MsgID.LOCAL_VELOCITY,1520866792.9825251,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866793.2314537,-92.3710098,-126.7709656,-4.8527517
MsgID.LOCAL_VELOCITY,1520866793.2314537,0.0046639,-0.0002864,-0.0001974
MsgID.GLOBAL_POSITION,1520866793.2314537,-122.3988761,37.7916486,4.8520000
MsgID.LOCAL_VELOCITY,1520866793.2314537,0.0000000,0.0000000,0.0000000
MsgID.STATE,1520866793.4695327,True,True
MsgID.GLOBAL_HOME,1520866793.4695327,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,1520866793.4823530,-92.3403168,-126.6651459,-4.8478317
MsgID.LOCAL_VELOCITY,1520866793.4823530,0.0041525,-0.0004799,0.0003811
MsgID.GLOBAL_POSITION,1520866793.4833553,-122.3988749,37.7916489,4.8470000
MsgID.LOCAL_VELOCITY,1520866793.4833553,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,1520866793.7321270,-122.3988756,37.7916486,4.8490000
MsgID.LOCAL_VELOCITY,1520866793.7321270,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866793.7321270,-92.3735886,-126.7219467,-4.8499932
MsgID.LOCAL_VELOCITY,1520866793.7321270,0.0037656,-0.0008170,0.0001731
MsgID.GLOBAL_POSITION,1520866793.9815378,-122.3988772,37.7916500,4.8550000
MsgID.LOCAL_VELOCITY,1520866793.9815378,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866793.9815378,-92.2199249,-126.8684311,-4.8557458
MsgID.LOCAL_VELOCITY,1520866793.9815378,0.0031612,-0.0003902,0.0000529
MsgID.GLOBAL_POSITION,1520866794.2311239,-122.3988769,37.7916490,4.8620000
MsgID.LOCAL_VELOCITY,1520866794.2311239,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866794.2311239,-92.3317795,-126.8371811,-4.8628988
MsgID.LOCAL_VELOCITY,1520866794.2311239,0.0028909,0.0010797,0.0006818
MsgID.STATE,1520866794.4701838,True,True
MsgID.GLOBAL_HOME,1520866794.4706838,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866794.4812617,-122.3988768,37.7916486,4.8680000
MsgID.LOCAL_VELOCITY,1520866794.4812617,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866794.4812617,-92.3766327,-126.8343887,-4.8687568
MsgID.LOCAL_VELOCITY,1520866794.4812617,0.0025022,-0.0005226,0.0001529
MsgID.GLOBAL_POSITION,1520866794.7324123,-122.3988761,37.7916488,4.8740000
MsgID.LOCAL_VELOCITY,1520866794.7324123,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866794.7329123,-92.3479004,-126.7652588,-4.8744569
MsgID.LOCAL_VELOCITY,1520866794.7329123,0.0040463,-0.0005755,-0.0002149
MsgID.GLOBAL_POSITION,1520866794.9817693,-122.3988752,37.7916488,4.8810000
MsgID.LOCAL_VELOCITY,1520866794.9817693,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866794.9817693,-92.3479004,-126.6915741,-4.8817353
MsgID.LOCAL_VELOCITY,1520866794.9817693,0.0036537,-0.0006456,0.0003842
MsgID.GLOBAL_POSITION,1520866795.2333024,-122.3988774,37.7916488,4.8950000
MsgID.LOCAL_VELOCITY,1520866795.2333024,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866795.2333024,-92.3482208,-126.8869247,-4.8951535
MsgID.LOCAL_VELOCITY,1520866795.2333024,0.0039299,-0.0008042,0.0000653
MsgID.STATE,1520866795.4701707,True,True
MsgID.GLOBAL_HOME,1520866795.4701707,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866795.4830930,-122.3988771,37.7916488,4.9110000
MsgID.LOCAL_VELOCITY,1520866795.4830930,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866795.4830930,-92.3479004,-126.8586731,-4.9119911
MsgID.LOCAL_VELOCITY,1520866795.4830930,0.0032193,-0.0003358,0.0001104
MsgID.GLOBAL_POSITION,1520866795.7334666,-122.3988761,37.7916488,4.9320000
MsgID.LOCAL_VELOCITY,1520866795.7334666,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866795.7334666,-92.3479004,-126.7709961,-4.9326534
MsgID.LOCAL_VELOCITY,1520866795.7334666,0.0033635,0.0001803,0.0001147
MsgID.GLOBAL_POSITION,1520866795.9824336,-122.3988783,37.7916488,4.9490000
MsgID.LOCAL_VELOCITY,1520866795.9824336,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866795.9824336,-92.3474121,-126.9630356,-4.9496465
MsgID.LOCAL_VELOCITY,1520866795.9824336,0.0030187,-0.0002782,0.0006495
MsgID.GLOBAL_POSITION,1520866796.2335083,-122.3988785,37.7916494,4.9610000
MsgID.LOCAL_VELOCITY,1520866796.2335083,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866796.2340212,-92.2812042,-126.9861832,-4.9616003
MsgID.LOCAL_VELOCITY,1520866796.2340212,0.0037002,0.0002488,-0.0000596
MsgID.STATE,1520866796.4696884,True,True
MsgID.GLOBAL_HOME,1520866796.4696884,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866796.4830515,-122.3988771,37.7916502,4.9620000
MsgID.LOCAL_VELOCITY,1520866796.4830515,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866796.4830515,-92.1994019,-126.8579102,-4.9627657
MsgID.LOCAL_VELOCITY,1520866796.4830515,0.0030460,-0.0002793,0.0006343
MsgID.GLOBAL_POSITION,1520866796.7326961,-122.3988768,37.7916487,4.9510000
MsgID.LOCAL_VELOCITY,1520866796.7326961,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866796.7332056,-92.3594513,-126.8343887,-4.9511023
MsgID.LOCAL_VELOCITY,1520866796.7332056,0.0040303,0.0005622,0.0007427
MsgID.LOCAL_POSITION,1520866796.9819508,-92.4810410,-126.8405304,-4.9296355
MsgID.LOCAL_VELOCITY,1520866796.9819508,0.0030583,0.0006089,0.0007209
MsgID.GLOBAL_POSITION,1520866796.9824548,-122.3988769,37.7916476,4.9290000
MsgID.LOCAL_VELOCITY,1520866796.9824548,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866797.2324350,-92.3796234,-126.9643555,-4.8963642
MsgID.LOCAL_VELOCITY,1520866797.2324350,0.0032735,-0.0004241,0.0005741
MsgID.GLOBAL_POSITION,1520866797.2329359,-122.3988783,37.7916485,4.8960000
MsgID.LOCAL_VELOCITY,1520866797.2329359,0.0000000,0.0000000,0.0000000
MsgID.STATE,1520866797.4700992,True,True
MsgID.GLOBAL_HOME,1520866797.4700992,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866797.4836805,-122.3988789,37.7916501,4.8630000
MsgID.LOCAL_VELOCITY,1520866797.4836805,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866797.4836805,-92.2102661,-127.0139771,-4.8636556
MsgID.LOCAL_VELOCITY,1520866797.4836805,0.0019700,-0.0003555,0.0006883
MsgID.GLOBAL_POSITION,1520866797.7345092,-122.3988770,37.7916493,4.8280000
MsgID.LOCAL_VELOCITY,1520866797.7345092,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866797.7345092,-92.2959900,-126.8496780,-4.8286424
MsgID.LOCAL_VELOCITY,1520866797.7345092,0.0030806,-0.0004128,0.0000725
MsgID.GLOBAL_POSITION,1520866797.9828124,-122.3988772,37.7916479,4.8040000
MsgID.LOCAL_VELOCITY,1520866797.9828124,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866797.9833183,-92.4538193,-126.8708649,-4.8044214
MsgID.LOCAL_VELOCITY,1520866797.9833183,0.0026597,-0.0002212,0.0003722
MsgID.LOCAL_POSITION,1520866798.2362273,-92.4737549,-127.0196762,-4.7891254
MsgID.LOCAL_VELOCITY,1520866798.2362273,0.0023475,-0.0005757,-0.0010138
MsgID.GLOBAL_POSITION,1520866798.2367244,-122.3988789,37.7916477,4.7890000
MsgID.LOCAL_VELOCITY,1520866798.2367244,0.0000000,0.0000000,0.0000000
MsgID.STATE,1520866798.4699433,True,True
MsgID.GLOBAL_HOME,1520866798.4699433,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,1520866798.4850280,-122.3988777,37.7916479,4.7910000
MsgID.LOCAL_VELOCITY,1520866798.4850280,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1520866798.4855263,-92.4547577,-126.9139633,-4.7916656
